Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
14-Aug-14,1888.85,1923.3,1857.95,1903.9,1894.245693,1335,541,2528818,384,28.76,65.35,15.05
13-Aug-14,1930.15,1936.15,1863.15,1896.05,1911.438961,770,402,1471808,327,42.47,73,-34.1
12-Aug-14,1926.9,1938.35,1910,1923.85,1923.403737,1231,429,2367710,519,42.16,28.35,-3.05
11-Aug-14,1944.25,1991.05,1891,1904.5,1938.128115,3130,1242,6066341,982,31.37,100.05,-39.75
8-Aug-14,1920.6,1995,1920.6,1935.35,1968.740194,6170,1745,12147127,2115,34.28,74.4,14.75
7-Aug-14,1925.45,1961,1915.7,1921.75,1935.433996,2265,822,4383758,811,35.81,45.3,-3.7
6-Aug-14,1871.4,1930.95,1823.65,1909,1864.119535,17359,1458,32359251,1436,8.27,107.3,37.6
5-Aug-14,1790,1863.75,1780,1853.85,1790.502829,357676,1374,640419890,354979,99.25,83.75,63.85
4-Aug-14,1770.05,1810,1760,1790.9,1783.895992,1048,404,1869523,642,61.26,50,20.85
1-Aug-14,1734,1798,1734,1773.2,1776.610427,1055,368,1874324,584,55.36,64,39.2
31-Jul-14,1790,1800,1744,1774.2,1772.48346,2509,764,4447161,739,29.45,56,-15.8
30-Jul-14,1815,1817.7,1726.4,1779.8,1764.160693,3292,1308,5807617,1272,38.64,91.3,-35.2
28-Jul-14,1884.5,1884.5,1815.3,1827.95,1826.999345,1526,633,2788001,702,46,69.2,-56.55
25-Jul-14,1869.95,1887,1861,1876.8,1877.734109,1117,262,2097429,733,65.62,26,6.85
24-Jul-14,1870,1895,1850,1863.3,1865.012876,3728,943,6952768,2642,70.87,45,-6.7
23-Jul-14,1921.5,1921.85,1879.1,1884.9,1892.966533,747,342,1414046,424,56.76,42.75,-36.6
22-Jul-14,1900,1921,1872.05,1905.65,1907.372881,1593,750,3038445,702,44.07,48.95,5.65
21-Jul-14,1950,1950,1885,1910.8,1929.35831,35994,1300,69445323,33232,92.33,65,-39.2
18-Jul-14,1985,1999.9,1915,1987.4,1976.593054,5701,2401,11268557,1330,23.33,84.9,2.4
17-Jul-14,1854,1977.55,1850,1951.4,1913.961712,6216,2127,11897186,2740,44.08,127.55,97.4
16-Jul-14,1774.75,1849.9,1773,1842.65,1820.414325,2918,903,5311969,1220,41.81,76.9,67.9
15-Jul-14,1851,1851,1750,1768.95,1786.515249,3410,1214,6092017,1289,37.8,101,-82.05
14-Jul-14,1934.05,1941.85,1810,1834.35,1876.074317,1978,1068,3710875,535,27.05,131.85,-99.7
11-Jul-14,1970,1975,1915.4,1937.35,1946.185129,1977,943,3847608,678,34.29,59.6,-32.65
10-Jul-14,1978.8,2052,1905,1917.9,1957.799861,2873,1158,5624759,840,29.24,147,-60.9
9-Jul-14,1968,2070,1862.9,1902.95,1982.421075,4745,2097,9406588,1297,27.33,207.1,-65.05
8-Jul-14,2010,2100,1883.2,1956.55,2056.667163,8061,2887,16578794,2826,35.06,216.8,-53.45
7-Jul-14,1929.8,2010,1929.8,1996.9,1991.22929,6241,1592,12427262,1528,24.48,80.2,67.1
4-Jul-14,1822,1929,1815,1901.55,1893.424398,13009,3257,24631558,2719,20.9,114,79.55
3-Jul-14,1771.4,1830,1770,1812.85,1795.421125,729,266,1308862,384,52.67,60,41.45
2-Jul-14,1768.6,1770,1720,1740.95,1741.3276,2558,2053,4454316,1495,58.44,50,-27.65
1-Jul-14,1790,1791.95,1741.95,1752.05,1761.571739,1380,590,2430969,749,54.28,50,-37.95
30-Jun-14,1787.9,1813.9,1751,1798.75,1785.313054,789,433,1408612,297,37.64,62.9,10.85
27-Jun-14,1818,1818,1782.15,1787.1,1794.339739,1301,607,2334436,594,45.66,35.85,-30.9
26-Jun-14,1840,1840,1797.95,1812.85,1818.952541,2676,769,4867517,1039,38.83,42.05,-27.15
25-Jun-14,1785,1820,1762.6,1810.4,1788.074937,1588,624,2839463,679,42.76,57.4,25.4
24-Jun-14,1750.9,1780.65,1745,1772.05,1772.434681,2572,1093,4558702,1538,59.8,35.65,21.15
23-Jun-14,1729.95,1770,1692,1731.5,1718.422743,4265,999,7329073,1573,36.88,78,1.55
20-Jun-14,1701.6,1738.7,1685.15,1707.35,1714.303887,3113,1121,5336628,763,24.51,53.55,5.75
19-Jun-14,1787.2,1796.2,1693,1706.55,1720.858732,3865,1479,6651119,876,22.66,103.2,-80.65
18-Jun-14,1667.5,1847,1660,1760.8,1773.600772,16061,4197,28485802,3534,22,187,93.3
17-Jun-14,1575.5,1659.45,1555.1,1648,1625.952834,4516,1255,7342803,1328,29.41,104.35,72.5
16-Jun-14,1570,1594,1550,1584.8,1574.543714,1567,480,2467310,276,17.61,44,14.8
13-Jun-14,1580,1600.7,1531,1565.45,1566.732506,7974,1596,12493125,2735,34.3,69.7,-14.55
12-Jun-14,1435,1614,1434,1560.05,1567.229176,15451,3748,24215258,1899,12.29,180,125.05
11-Jun-14,1419.6,1442,1407,1421.15,1419.570727,1018,368,1445123,563,55.3,35,1.55
10-Jun-14,1396.2,1415,1380.95,1408.6,1400.434851,637,189,892077,409,64.21,34.05,12.4
9-Jun-14,1410,1428.95,1385.5,1404.15,1406.289628,511,248,718614,248,48.53,43.45,-5.85
6-Jun-14,1416,1427.8,1393,1402,1412.416486,461,172,651124,153,33.19,34.8,-14
5-Jun-14,1412.5,1425,1401,1416.6,1410.351613,620,155,874418,463,74.68,24,4.1
4-Jun-14,1421,1442,1380,1396.45,1422.156539,1514,464,2153145,1091,72.06,62,-24.55
3-Jun-14,1426.9,1427,1409.55,1419.25,1417.831528,831,194,1178218,426,51.26,17.45,-7.65
2-Jun-14,1420,1427,1408.05,1421.5,1416.655588,6559,321,9291844,6263,95.49,18.95,1.5
30-May-14,1400,1415.4,1390,1404.95,1405.297935,339,186,476396,163,48.08,25.4,4.95
29-May-14,1397.4,1419,1386.6,1397.3,1401.771593,521,208,730323,312,59.88,32.4,-0.1
28-May-14,1379.9,1437.8,1370,1391.85,1396.25954,4612,860,6439549,2596,56.29,67.8,11.95
27-May-14,1404.9,1404.9,1351,1362.55,1376.729367,1042,248,1434552,868,83.3,53.9,-42.35
26-May-14,1389,1401,1385,1394.4,1395.12792,1798,268,2508440,1590,88.43,16,5.4
23-May-14,1394.8,1394.8,1372.7,1380.35,1382.35566,1060,333,1465297,772,72.83,22.1,-14.45
22-May-14,1375,1382,1370.2,1376.25,1375.531978,3737,270,5140363,3667,98.13,11.8,1.25
21-May-14,1379.7,1380,1350,1364.9,1364.184564,298,141,406527,167,56.04,30,-14.8
20-May-14,1373,1375,1360.1,1371.4,1370.572347,311,115,426248,209,67.2,14.9,-1.6
19-May-14,1346,1380,1340,1368.85,1361.473401,1673,449,2277745,966,57.74,40,22.85
16-May-14,1350,1360,1315.1,1344.7,1338.53542,1821,419,2437473,1231,67.6,44.9,-5.3
15-May-14,1342,1372,1342,1356.55,1354.501799,1945,424,2634506,1116,57.38,30,14.55
14-May-14,1325,1390.5,1320,1342.2,1358.398956,2108,904,2863505,1090,51.71,70.5,17.2
13-May-14,1309.45,1331,1286.15,1323,1314.777305,6345,561,8342262,5825,91.8,44.85,13.55
12-May-14,1290,1309,1276.15,1300.7,1293.920068,1764,404,2282475,1069,60.6,32.85,10.7
9-May-14,1265,1280,1255,1275.2,1262.541451,1158,296,1462023,711,61.4,25,10.2
8-May-14,1268,1278.25,1252.3,1259.25,1270.055249,181,104,229880,116,64.09,25.95,-8.75
7-May-14,1270,1285,1261.3,1278.6,1268.341801,433,155,549192,227,52.42,23.7,8.6
6-May-14,1281,1295,1268,1270,1275.534562,434,143,553582,139,32.03,27,-11
5-May-14,1285.25,1299,1273.05,1279.2,1281.726563,2432,324,3117159,1863,76.6,25.95,-6.05
2-May-14,1296,1308.3,1270.15,1281.1,1282.986111,648,152,831375,407,62.81,38.15,-14.9
30-Apr-14,1300,1303.95,1285,1293.15,1299.84017,3998,358,5196761,3481,87.07,18.95,-6.85
29-Apr-14,1273,1309,1271,1307.3,1295.144467,1509,473,1954373,799,52.95,38,34.3
28-Apr-14,1258.9,1276,1235,1270.2,1264.580258,1165,421,1473236,720,61.8,41,11.3
25-Apr-14,1220,1250,1220,1248.45,1242.201009,1189,575,1476977,695,58.45,30,28.45
23-Apr-14,1245,1260,1220,1223.75,1247.926779,1953,489,2437201,1161,59.45,40,-21.25
22-Apr-14,1258,1258,1215.1,1233.65,1228.242401,3915,547,4808569,2022,51.65,42.9,-24.35
21-Apr-14,1249,1277.5,1238,1249.3,1261.91165,2309,621,2913754,1069,46.3,39.5,0.3
17-Apr-14,1220,1276,1220,1237.15,1242.435552,6385,1857,7932951,1299,20.34,56,17.15
16-Apr-14,1224.95,1230,1206.05,1213.1,1219.900787,635,239,774637,254,40,23.95,-11.85
15-Apr-14,1230,1236,1201.9,1211.75,1217.249068,1341,289,1632331,742,55.33,34.1,-18.25
11-Apr-14,1240,1245,1213.3,1222.5,1230.200313,38929,344,47890468,38375,98.58,31.7,-17.5
10-Apr-14,1215,1238.95,1212,1232.45,1221.831633,392,148,478958,262,66.84,26.95,17.45
9-Apr-14,1205,1223.9,1200,1211,1209.779468,526,243,636344,270,25.67,23.9,6
7-Apr-14,1216,1222.4,1206,1206.2,1212.158824,170,76,206067,110,32.35,16.4,-9.8
4-Apr-14,1222,1236.35,1210.05,1213.7,1221.9688,24455,135,29883247,24313,99.42,26.3,-8.3
3-Apr-14,1221.6,1249,1210,1225.9,1230.78828,529,176,651087,300,56.71,39,4.3
2-Apr-14,1218.3,1225,1202,1223.8,1206.561671,2562,123,3091211,2340,91.33,23,5.5
1-Apr-14,1239.95,1239.95,1205.05,1215.05,1211.356557,244,95,295571,76,31.15,34.9,-24.9
31-Mar-14,1205.1,1240,1205.1,1229.3,1226.710744,847,264,1039024,520,61.39,34.9,24.2
28-Mar-14,1195,1240,1193,1197,1209.315221,2687,599,3249430,1401,52.14,47,2
27-Mar-14,1200,1200,1175,1180.8,1192.06087,230,95,274174,110,47.83,25,-19.2
26-Mar-14,1198.6,1204.9,1175,1186.3,1189.783888,1291,347,1536011,735,56.93,29.9,-12.3
25-Mar-14,1175,1210,1159.1,1196.15,1187.828423,1154,339,1370754,706,61.18,50.9,21.15
24-Mar-14,1170,1174.9,1165,1172.8,1170.620237,761,91,890842,578,75.95,9.9,2.8
22-Mar-14,1170,1174.75,1160.15,1165.5,1168.666667,33,17,38566,20,60.61,14.6,-4.5
21-Mar-14,1170,1173.15,1170,1173,1172.076381,1846,63,2163653,1797,97.35,3.15,3
20-Mar-14,1170.25,1172.5,1165.5,1170.9,1170.131664,1238,113,1448623,1140,92.08,7,0.65
19-Mar-14,1171.5,1172,1166.1,1170,1169.264425,2825,222,3303172,2634,93.24,5.9,-1.5
18-Mar-14,1169.5,1171.5,1163.5,1170.95,1170.02202,1317,311,1540919,1183,89.83,8,1.45
14-Mar-14,1168,1172.45,1166,1167.65,1168.228228,333,72,389020,198,59.46,6.45,-0.35
13-Mar-14,1165.3,1175,1160.8,1166.85,1169.780115,1046,136,1223590,593,56.69,14.2,1.55
12-Mar-14,1173.5,1176,1166.5,1175.25,1174.254386,1026,163,1204785,774,75.44,9.5,1.75
11-Mar-14,1185,1197,1166.2,1169.65,1180.092838,754,204,889790,371,49.2,30.8,-15.35
10-Mar-14,1180,1195.55,1175.3,1193.7,1191.015097,1391,217,1656702,948,68.15,20.25,13.7
7-Mar-14,1182,1200,1172.3,1187.7,1185.388704,2408,988,2854416,1404,58.31,27.7,5.7
6-Mar-14,1157.8,1180,1157.8,1172.65,1173.462087,2242,265,2630902,1750,78.06,22.2,14.85
5-Mar-14,1164.6,1172,1152.9,1167.35,1161.414562,673,198,781632,412,61.22,19.1,2.75
4-Mar-14,1130.1,1162.5,1130.1,1152.95,1155.331839,669,162,772917,392,58.59,32.4,22.85
3-Mar-14,1130,1180,1118,1148.25,1159.935154,3917,712,4543466,925,23.62,62,18.25
28-Feb-14,1097.95,1133.2,1085,1124.75,1111.194063,3133,628,3481371,2052,65.5,48.2,26.8
26-Feb-14,1095,1105,1082.05,1088.6,1094.723587,1751,397,1916861,743,42.43,22.95,-6.4
25-Feb-14,1090,1105,1082,1090.95,1092.813711,2684,488,2933112,1203,44.82,23,0.95
24-Feb-14,1110,1134.75,1085.5,1090,1102.076692,1995,338,2198643,723,36.24,49.25,-20
21-Feb-14,1085,1095,1069,1090.05,1082.927128,1880,378,2035903,691,36.76,26,5.05
20-Feb-14,1105,1105,1056.1,1085.65,1075.64126,1968,312,2116862,983,49.95,48.9,-19.35
19-Feb-14,1085,1109.05,1085,1092.35,1095.367171,463,144,507155,266,57.45,24.05,7.35
18-Feb-14,1117,1120,1089.1,1092.4,1109.335341,26394,307,29279797,25618,97.06,30.9,-24.6
17-Feb-14,1105,1120.05,1092.25,1107.55,1109.660663,26761,211,29695629,26182,97.84,27.8,2.55
14-Feb-14,1132.3,1133,1095,1110.55,1112.878444,617,190,686646,220,35.66,38,-21.75
13-Feb-14,1097,1180,1089.1,1115.95,1144.384425,3634,808,4158693,853,23.47,90.9,18.95
12-Feb-14,1115,1124.85,1089,1091.95,1101.336722,787,176,866752,358,45.49,35.85,-23.05
11-Feb-14,1095,1115,1095,1111.45,1107.647059,493,109,546070,257,52.13,20,16.45
10-Feb-14,1080.2,1102.95,1080.2,1088.2,1092,320,119,349440,174,54.38,22.75,8
7-Feb-14,1084.2,1089.85,1077,1083.95,1082.980645,155,42,167862,70,45.16,12.85,-0.25
6-Feb-14,1080,1089.9,1074.35,1075.25,1077.792079,202,66,217714,113,55.94,15.55,-4.75
5-Feb-14,1094.85,1094.85,1064.4,1084.65,1076.81749,526,162,566406,348,66.16,30.45,-10.2
4-Feb-14,1095.8,1095.8,1077.45,1084.15,1084.584785,3273,581,3549846,1841,56.25,18.35,-11.65
3-Feb-14,1095,1104.95,1086.3,1098,1097.972414,1160,72,1273648,1077,92.84,18.65,3
31-Jan-14,1110,1110,1090.1,1101.6,1099.966667,120,60,131996,77,64.17,19.9,-8.4
30-Jan-14,1095,1115,1085,1098.4,1097.978723,235,88,258025,83,35.32,30,3.4
29-Jan-14,1100,1120,1099.9,1105.4,1104.056911,615,197,678995,467,75.93,20.1,5.4
28-Jan-14,1096,1104.8,1092.8,1099.35,1097.56,100,36,109756,87,87,12,3.35
27-Jan-14,1095,1109.9,1073.5,1096.8,1089.466844,754,127,821458,320,42.44,36.4,1.8
24-Jan-14,1100,1108.95,1095,1101.6,1100.492537,134,44,147466,79,58.96,13.95,1.6
23-Jan-14,1100,1110.75,1092,1107.75,1105.260064,1242,249,1372733,896,72.14,18.75,7.75
22-Jan-14,1094,1109,1090,1100.1,1099.426702,382,64,419981,277,72.51,19,6.1
21-Jan-14,1112.8,1112.8,1090,1102.15,1102.849558,565,125,623110,447,79.12,22.8,-10.65
20-Jan-14,1095,1114.85,1093.2,1106.65,1106.643411,258,77,285514,190,73.64,21.65,11.65
17-Jan-14,1105,1115,1091.05,1098.35,1107.217304,497,104,550287,319,64.19,23.95,-6.65
16-Jan-14,1136.65,1136.65,1111,1116.2,1120.758389,149,58,166993,97,65.1,25.65,-20.45
15-Jan-14,1100,1154.5,1085.05,1136.65,1132.780848,1556,418,1762607,535,34.38,69.45,36.65
14-Jan-14,1089.9,1106.95,1082,1092.3,1091.692661,436,105,475978,119,27.29,24.95,2.4
13-Jan-14,1104,1119,1101.3,1107.05,1106.222741,642,139,710195,404,62.93,17.7,3.05
10-Jan-14,1106,1126.4,1105.6,1107,1113.59,400,120,445436,160,40,20.8,1
9-Jan-14,1110,1138.5,1100,1110.45,1118.660563,710,238,794249,236,33.24,38.5,0.45
8-Jan-14,1120,1130,1104,1106.15,1107.489019,683,131,756415,281,41.14,26,-13.85
7-Jan-14,1115,1119.45,1101,1105.95,1107.812775,454,133,502947,263,57.93,18.45,-9.05
6-Jan-14,1134,1134,1110,1119.45,1118.108229,1118,205,1250045,641,57.33,24,-14.55
3-Jan-14,1142.15,1165.3,1111.2,1119.05,1122.327878,1711,253,1920303,1026,59.96,54.1,-23.1
2-Jan-14,1179.7,1187.95,1130,1138.9,1158.363636,1078,421,1248716,634,58.81,57.95,-40.8
1-Jan-14,1191,1197,1171.85,1179.45,1180.404784,1087,295,1283100,391,35.97,25.15,-11.55
31-Dec-13,1144,1250,1138.05,1207.1,1201.361702,1692,478,2032704,765,45.21,111.95,63.1
30-Dec-13,1149,1149.75,1130,1143.9,1140.185535,318,133,362579,188,59.12,19.75,-5.1
27-Dec-13,1140,1147,1121,1140.75,1134.612091,397,143,450441,211,53.15,26,0.75
26-Dec-13,1142,1149.45,1126.1,1132.4,1140.38594,697,220,794849,395,56.67,23.35,-9.6
24-Dec-13,1119.95,1148.05,1111,1144,1132.505131,877,187,993207,605,68.99,37.05,24.05
23-Dec-13,1126.25,1144.85,1105.25,1110.6,1125.564453,1024,207,1152578,530,51.76,39.6,-15.65
20-Dec-13,1075,1136,1075,1118.75,1111.82296,2169,405,2411544,1523,70.22,61,43.75
19-Dec-13,1081.2,1091.95,1075.05,1081.85,1084.422764,123,61,133384,58,47.15,16.9,0.65
18-Dec-13,1075,1095,1074.9,1094,1086.430279,753,182,818082,324,43.03,20.1,19
17-Dec-13,1060.05,1082.7,1060.05,1080.55,1075.207094,874,150,939731,533,60.98,22.65,20.5
16-Dec-13,1044,1094.8,1035,1070.1,1074.937574,2547,642,2737866,826,32.43,59.8,26.1
13-Dec-13,1048.45,1050,1032.2,1040.1,1040.445174,1523,135,1584598,1272,83.52,17.8,-8.35
12-Dec-13,1055,1060.6,1018,1048.45,1037.011918,1762,422,1827215,701,39.78,42.6,-6.55
11-Dec-13,1060,1076.45,1056.5,1061.85,1063.244648,327,63,347681,217,66.36,19.95,1.85
10-Dec-13,1069.95,1085,1065,1076.2,1073.190307,846,157,907919,462,54.61,20,6.25
9-Dec-13,1055,1074.95,1040,1063.65,1053.925429,1864,369,1964517,1223,65.61,34.95,8.65
6-Dec-13,1058.95,1058.95,1042,1051,1052.46444,928,174,976687,734,79.09,16.95,-7.95
5-Dec-13,1065,1065,1050.35,1059.8,1060.265038,532,128,564061,269,50.56,14.65,-5.2
4-Dec-13,1065,1065,1051.05,1057.6,1062.069091,275,54,292069,183,66.55,13.95,-7.4
3-Dec-13,1060,1070,1052,1060.15,1066.191657,887,191,945712,569,64.15,18,0.15
2-Dec-13,1065,1079.65,1058.05,1068.05,1072.887123,1825,295,1958019,1103,60.44,21.6,3.05
29-Nov-13,1042,1061.5,1042,1057,1056.561475,244,69,257801,154,63.11,19.5,15
28-Nov-13,1050,1050,1020.05,1042.65,1034.658574,659,143,681840,272,41.27,29.95,-7.35
27-Nov-13,1030,1045,1010,1037.5,1030.167494,806,278,830315,287,35.61,35,7.5
26-Nov-13,1050,1050,1030,1030.95,1036.237226,548,153,567858,345,62.96,20,-19.05
25-Nov-13,1042,1061,1040.15,1053.15,1053.71453,1170,222,1232846,788,67.35,20.85,11.15
22-Nov-13,1054.7,1065,1035.5,1039.65,1049.332303,647,231,678918,401,61.98,29.5,-15.05
21-Nov-13,1094.95,1098,1045,1054.7,1071.495121,3587,547,3843453,1925,53.67,53,-40.25
20-Nov-13,1050,1070,1048,1065.25,1063.775843,4421,374,4702953,3381,76.48,22,15.25
19-Nov-13,1079.9,1080,1051,1054.3,1055.908885,7068,560,7463164,6241,88.3,29,-25.6
18-Nov-13,1075,1108.95,1051.05,1061.1,1063.313701,1613,343,1715125,685,42.47,57.9,-13.9
14-Nov-13,1080,1095.3,1068.5,1075.6,1076.612683,1025,157,1103528,409,39.9,26.8,-4.4
13-Nov-13,1091.45,1091.9,1076.5,1081.25,1084.309524,84,40,91082,44,52.38,15.4,-10.2
12-Nov-13,1092.4,1092.4,1077,1082.2,1081.369565,184,39,198972,119,64.67,15.4,-10.2
11-Nov-13,1090,1094.35,1074,1085.75,1077.852191,1529,227,1648036,1191,77.89,20.35,-4.25
8-Nov-13,1118,1119.75,1092.35,1095.5,1099.867299,422,132,464144,189,44.79,27.4,-22.5
7-Nov-13,1103.2,1117.4,1096.2,1108.45,1106.457338,293,106,324192,156,53.24,21.2,5.25
6-Nov-13,1115.85,1117.5,1098,1106.35,1107.003282,914,169,1011801,442,48.36,19.5,-9.5
5-Nov-13,1130,1146.2,1099,1122.2,1118.041527,1493,281,1669236,640,42.87,47.2,-7.8
3-Nov-13,1128,1149,1122,1142.65,1138.585784,816,120,929086,582,71.32,27,14.65
1-Nov-13,1123.9,1124,1110,1122.15,1116.30855,538,139,600574,401,74.54,14,-1.75
31-Oct-13,1133.3,1133.3,1115,1123.15,1125.666667,462,116,520058,290,62.77,18.3,-10.15
30-Oct-13,1136,1144.4,1125,1127.9,1130.414097,227,84,256604,127,55.95,19.4,-8.1
29-Oct-13,1140,1141.85,1127,1136.8,1133.973984,615,164,697394,228,37.07,14.85,-3.2
28-Oct-13,1169.95,1170,1148.05,1150.55,1159.77795,644,158,746897,420,65.22,21.95,-19.4
25-Oct-13,1175,1184.75,1161.05,1165.45,1172.126894,528,142,618883,159,30.11,23.7,-9.55
24-Oct-13,1172.1,1199,1167.5,1178.75,1181.620815,1374,312,1623547,343,24.96,31.5,6.65
23-Oct-13,1170.1,1180,1162,1170.35,1171.041037,463,136,542192,190,41.04,18,0.25
22-Oct-13,1169,1189.8,1169,1175.65,1177.182836,804,176,946455,393,48.88,20.8,6.65
21-Oct-13,1175,1210,1170.05,1180.2,1189.13368,4234,875,5034792,1868,44.12,39.95,5.2
18-Oct-13,1162,1200,1160,1175.35,1186.352989,1238,296,1468705,386,31.18,40,13.35
17-Oct-13,1170,1177.45,1155,1159,1160.893491,169,51,196191,95,56.21,22.45,-11
15-Oct-13,1168.8,1168.8,1155,1156.05,1160.271812,298,90,345761,169,56.71,13.8,-12.75
14-Oct-13,1121,1173.95,1121,1163.8,1157.542675,785,149,908671,347,44.2,52.95,42.8
11-Oct-13,1162.05,1174,1160,1165.95,1163.751323,1323,189,1539643,754,56.99,14,3.9
10-Oct-13,1165,1182,1162.05,1162.5,1167.361702,141,61,164598,86,60.99,19.95,-2.5
9-Oct-13,1161.8,1165,1141.05,1151.75,1152.632094,1022,233,1177990,625,61.15,23.95,-10.05
8-Oct-13,1170,1180,1160,1164.75,1163.650794,63,19,73310,53,84.13,20,-5.25
7-Oct-13,1151,1169.8,1146,1155.8,1151.456767,532,118,612575,424,79.7,23.8,4.8
4-Oct-13,1170,1176,1160,1162,1168.133333,225,73,262830,181,80.44,16,-8
3-Oct-13,1161,1190,1154.1,1177.35,1174.563636,1045,232,1227419,593,56.75,35.9,16.35
1-Oct-13,1200,1200,1150,1161.75,1165.024845,322,117,375138,111,34.47,50,-38.25
30-Sep-13,1188.15,1199,1168,1184.7,1180.242215,289,89,341090,183,63.32,31,-3.45
27-Sep-13,1199,1199.3,1179.05,1182.5,1184.8,65,34,77012,57,87.69,20.25,-16.5
26-Sep-13,1204,1205,1186,1196.35,1196.649485,194,62,232150,137,70.62,19,-7.65
25-Sep-13,1204,1215,1198,1203.4,1206.187408,683,100,823826,383,56.08,17,-0.6
24-Sep-13,1203.75,1213,1199.95,1208.8,1205.062802,1242,234,1496688,763,61.43,13.05,5.05
23-Sep-13,1220,1260,1194.95,1210.7,1224.505208,1536,236,1880840,954,62.11,65.05,-9.3
20-Sep-13,1174.55,1270,1160,1225.8,1200.389781,3112,707,3735613,1973,63.4,110,51.25
19-Sep-13,1149,1200,1130,1173.05,1169.042083,2400,435,2805701,1268,52.83,70,24.05
18-Sep-13,1137.7,1148,1121,1140.25,1135.761719,256,60,290755,138,53.91,27,2.55
17-Sep-13,1120.05,1138.05,1111,1131.5,1131.483271,269,75,304369,63,23.42,27.05,11.45
16-Sep-13,1129,1144,1100,1130.15,1121.681761,795,319,891737,349,43.9,44,1.15
13-Sep-13,1105.7,1123,1100,1111.35,1109.020161,248,78,275037,156,62.9,23,5.65
12-Sep-13,1114,1121.9,1101.75,1116.8,1108.428571,147,54,162939,98,66.67,20.15,2.8
11-Sep-13,1102.25,1124.95,1081.55,1108.15,1107.773764,526,117,582689,353,67.11,43.4,5.9
10-Sep-13,1075,1105,1065,1091.75,1079.122133,1613,288,1740624,926,57.41,40,16.75
6-Sep-13,1075,1097,1069,1081.15,1079.628698,676,220,729829,279,41.27,28,6.15
5-Sep-13,1095,1105,1065.05,1080.75,1081.311573,2022,450,2186412,954,47.18,39.95,-14.25
4-Sep-13,1095,1145,1080,1083.7,1101.314286,2310,461,2544036,1031,44.63,65,-11.3
3-Sep-13,1090,1092,1079.95,1080.05,1083.895115,696,197,754391,452,64.94,12.05,-9.95
2-Sep-13,1105,1128.45,1087.25,1096.2,1102.798596,1425,319,1571488,1070,75.09,41.2,-8.8
30-Aug-13,1120,1130,1106,1110.65,1116.603217,373,116,416493,207,55.5,24,-9.35
29-Aug-13,1117,1134,1113,1127.95,1124.651751,514,101,578071,330,64.2,21,10.95
28-Aug-13,1110.05,1124,1080,1114.2,1104.434783,2461,353,2718014,1610,65.42,44,4.15
27-Aug-13,1120,1134.65,1114.1,1119.6,1123.090437,1349,215,1515049,605,44.85,20.55,-0.4
26-Aug-13,1150,1150,1125,1132.05,1136.334526,559,156,635211,261,46.69,25,-17.95
23-Aug-13,1123,1162,1121,1152.4,1138.163054,3091,664,3518062,1192,38.56,41,29.4
22-Aug-13,1149.1,1176,1115.1,1157.95,1144.337209,860,196,984130,289,33.6,60.9,8.85
21-Aug-13,1154.6,1154.6,1140,1145.65,1149.021978,273,59,313683,135,49.45,14.6,-8.95
20-Aug-13,1142,1170,1135,1154.6,1152.142724,3223,378,3713356,1466,45.49,35,12.6
19-Aug-13,1155,1174.8,1137.6,1151.6,1151.311617,1274,238,1466771,607,47.65,37.2,-3.4
16-Aug-13,1145,1173.65,1125,1167.6,1159.44398,2151,397,2493964,673,31.29,48.65,22.6
14-Aug-13,1151.05,1159,1145.1,1156.65,1155.70087,1150,196,1329056,650,56.52,13.9,5.6
13-Aug-13,1132.35,1155,1126.05,1149.4,1145.137441,1055,151,1208120,563,53.36,28.95,17.05
12-Aug-13,1125.05,1145,1105,1132.35,1123.379708,1646,221,1849083,1090,66.22,40,7.3
8-Aug-13,1140,1144.95,1129,1135.6,1136.004854,618,114,702051,347,56.15,15.95,-4.4
7-Aug-13,1160,1166.5,1115,1139.75,1155.925497,4322,487,4995910,2187,50.6,51.5,-20.25
6-Aug-13,1102,1158.95,1074.7,1152.95,1141.589935,4948,512,5648587,3409,68.9,84.25,50.95
5-Aug-13,1165,1170,975.15,1145.2,1098.401164,71644,5012,78693853,41706,58.21,194.85,-19.8
2-Aug-13,1175,1177,1166.55,1170.2,1170.990694,121535,292,142316354,120367,99.04,10.45,-4.8
1-Aug-13,1185,1186,1178,1180.25,1180.427296,56888,454,67152148,56437,99.21,8,-4.75
31-Jul-13,1185.1,1187,1182.05,1183.05,1184.415574,142290,590,168530492,141752,99.62,4.95,-2.05
30-Jul-13,1185,1187.5,1184.05,1186.95,1185.35878,28976,342,34346956,28241,97.46,3.45,1.95
29-Jul-13,1185,1189,1183.1,1185.15,1184.941335,89951,257,106586658,89845,99.88,5.9,0.15
26-Jul-13,1185,1185,1182.7,1184.8,1183.798026,14690,262,17389993,13983,95.19,2.3,-0.2
25-Jul-13,1185,1185,1183.15,1184.55,1183.856604,3180,165,3764664,2838,89.25,1.85,-0.45
24-Jul-13,1188,1188,1183.25,1184.1,1185.802395,175208,412,207762066,174668,99.69,4.75,-3.9
23-Jul-13,1186,1191.95,1186,1187.9,1187.850202,18565,385,22052439,13160,70.89,5.95,1.9
