Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-Feb-08,3400,3545,3400,3498.6,3479.516667,660,88,2296481,365,55.3,145,98.6
4-Feb-08,3660,3660,3395,3420.85,3446.819549,532,101,1833708,277,52.07,265,-239.15
1-Feb-08,3600,3600,3353,3392.4,3405.626134,551,86,1876500,435,78.95,247,-207.6
31-Jan-08,3690,3690,3280.3,3445.85,3434.82774,1341,121,4606104,973,72.56,409.7,-244.15
30-Jan-08,3345,3459,3320,3413.8,3430.269171,639,91,2191942,573,89.67,139,68.8
29-Jan-08,3300,3350,3200,3350,3314.296209,422,32,1398633,414,98.1,150,50
28-Jan-08,3265.15,3265.15,3126.5,3164,3198.968135,1067,20,3413299,1038,97.28,138.65,-101.15
25-Jan-08,3250,3327.5,3200,3283.95,3264.731707,123,37,401562,91,73.98,127.5,33.95
24-Jan-08,3215,3328,3152.5,3197.55,3206.733333,270,44,865818,235,87.04,175.5,-17.45
23-Jan-08,3199,3500,3000,3300.7,3274.493375,1283,69,4201175,1170,91.19,500,101.7
22-Jan-08,2660,3200,2651,3000,2830.202532,316,39,894344,307,97.15,549,340
21-Jan-08,3488,3488,3300,3312.65,3395.976841,2893,91,9824561,2868,99.14,188,-175.35
18-Jan-08,3500,3548,3500,3500.25,3515.822016,972,84,3417379,934,96.09,48,0.25
17-Jan-08,3432,3536,3432,3506.5,3502.678657,417,48,1460617,310,74.34,104,74.5
16-Jan-08,3382,3500.05,3342,3500,3482.786492,459,55,1598599,387,84.31,158.05,118
15-Jan-08,3525,3560,3500,3535.2,3521.416779,739,43,2602327,729,98.65,60,10.2
14-Jan-08,3400,3569.5,3400,3528.9,3502.430189,265,26,928144,234,88.3,169.5,128.9
11-Jan-08,3500,3509,3490,3501.1,3497.563303,545,71,1906172,518,95.05,19,1.1
10-Jan-08,3600,3600,3500,3500,3502.793891,7792,87,27293770,7707,98.91,100,-100
9-Jan-08,3501,3510,3444,3500,3486,615,40,2143890,545,88.62,66,-1
8-Jan-08,3500,3570,3500,3509.3,3515.23731,788,70,2770007,729,92.51,70,9.3
7-Jan-08,3424.9,3535,3400,3501.25,3469.337218,1373,86,4763400,1310,95.41,135,76.35
4-Jan-08,3477.75,3524.9,3375,3428.15,3435.899103,3677,207,12633801,2224,60.48,149.9,-49.6
3-Jan-08,3508.8,3650,3508.8,3540.6,3572.612474,1427,85,5098118,349,24.46,141.2,31.8
2-Jan-08,3610,3660,3582.05,3598.9,3602.513475,705,64,2539772,682,96.74,77.95,-11.1
1-Jan-08,3600.9,3700,3554,3640.7,3640.594086,372,93,1354301,223,59.95,146,39.8
31-Dec-07,3725,3725,3487.5,3671.1,3631.427474,2213,182,8036349,1221,55.17,237.5,-53.9
28-Dec-07,3563,3720,3410.1,3627.9,3619.337576,1807,242,6540143,963,53.29,309.9,64.9
27-Dec-07,3349,3599,3338.45,3563.4,3454.189607,3560,284,12296915,2351,66.04,260.55,214.4
26-Dec-07,3329,3375,3270,3333.5,3318.118172,897,111,2976352,733,81.72,105,4.5
24-Dec-07,3255,3337.15,3225,3235,3251.57123,3601,80,11708908,2634,73.15,112.15,-20
20-Dec-07,3210,3300,3210,3256.75,3261.763842,885,64,2886661,543,61.36,90,46.75
19-Dec-07,3300,3300.3,3225,3248.45,3263.85443,316,63,1031378,281,88.92,75.3,-51.55
18-Dec-07,3301.05,3323.95,3253,3269.75,3279.95092,163,52,534632,121,74.23,70.95,-31.3
17-Dec-07,3470,3490,3280,3312.6,3313.775811,1695,151,5616850,1240,73.16,210,-157.4
14-Dec-07,3439,3440,3310,3427.45,3405.709801,2612,148,8895714,1655,63.36,130,-11.55
13-Dec-07,3399,3399,3300,3354.4,3313.729311,2453,110,8128578,2197,89.56,99,-44.6
12-Dec-07,3390,3439,3286.5,3320.5,3314.717912,9653,198,31996972,7588,78.61,152.5,-69.5
11-Dec-07,3430,3475.5,3390,3457.5,3441.385435,563,64,1937500,482,85.61,85.5,27.5
10-Dec-07,3445,3459,3430,3430.85,3434.22526,768,57,2637485,724,94.27,29,-14.15
7-Dec-07,3425,3445,3311,3388.1,3402.228707,634,63,2157013,576,90.85,134,-36.9
6-Dec-07,3360,3399,3360,3365.75,3367.679245,424,66,1427896,386,91.04,39,5.75
5-Dec-07,3358.4,3447,3358.4,3382.25,3412.619691,518,75,1767737,474,91.51,88.6,23.85
4-Dec-07,3325,3427,3325,3399.65,3394.50365,274,65,930094,163,59.49,102,74.65
3-Dec-07,3450,3469.95,3420,3427.05,3438.985871,637,79,2190634,518,81.32,49.95,-22.95
30-Nov-07,3400,3450,3349,3419.45,3403.283806,1198,119,4077134,1101,91.9,101,19.45
29-Nov-07,3400,3400,3340,3379.15,3369.583333,792,75,2668710,686,86.62,60,-20.85
28-Nov-07,3323,3385,3300,3328.75,3329.115789,1995,146,6641586,1693,84.86,85,5.75
27-Nov-07,3305.05,3350,3300,3301.45,3312.32214,2710,127,8976393,2570,94.83,50,-3.6
26-Nov-07,3300,3390,3300,3330.9,3351.009188,1959,131,6564627,1635,83.46,90,30.9
23-Nov-07,3300.05,3349,3270,3299.1,3300.54085,612,55,2019931,590,96.41,79,-0.95
22-Nov-07,3350,3399,3225,3259.05,3277.27902,5100,141,16714123,4803,94.18,174,-90.95
21-Nov-07,3251,3400,3245,3322.8,3294.22206,2738,348,9019580,1995,72.86,155,71.8
20-Nov-07,3245,3260.75,3230,3249.5,3251.815253,1521,141,4946011,1273,83.69,30.75,4.5
19-Nov-07,3245,3252,3200,3242.85,3241.281047,4010,175,12997537,3908,97.46,52,-2.15
16-Nov-07,3200,3255,3200,3243.35,3229.925812,2278,124,7357771,1996,87.62,55,43.35
15-Nov-07,3220,3250,3200,3200.45,3204.690476,1302,73,4172507,1150,88.33,50,-19.55
14-Nov-07,3156.25,3245,3156.25,3206.5,3201.073394,981,71,3140253,913,93.07,88.75,50.25
13-Nov-07,3190,3200,3144,3174.35,3170.630435,828,83,2625282,773,93.36,56,-15.65
12-Nov-07,3160.05,3240,3160.05,3177,3194.069853,272,50,868787,179,65.81,79.95,16.95
9-Nov-07,3370,3370,3111,3190.7,3216.482759,145,30,466390,125,86.21,259,-179.3
8-Nov-07,3230,3230,3126,3197.65,3199.957295,281,52,899188,217,77.22,104,-32.35
7-Nov-07,3126,3249,3111.1,3199.85,3187.945652,920,85,2932910,806,87.61,137.9,73.85
6-Nov-07,3200,3235,3055,3200.35,3183.054192,978,127,3113027,690,70.55,180,0.35
5-Nov-07,3400,3400,3040,3151.4,3112.350734,1839,180,5723613,1220,66.34,360,-248.6
2-Nov-07,3200,3276.95,3181,3211.05,3214.196049,658,97,2114941,516,78.42,95.95,11.05
1-Nov-07,3485.85,3485.85,3135,3229.55,3252.491245,1028,134,3343561,826,80.35,350.85,-256.3
31-Oct-07,3398.95,3399,3250,3284.4,3327.97193,1425,144,4742360,923,64.77,149,-114.55
30-Oct-07,3475,3475,3260,3291.2,3315.50499,1002,181,3322136,563,56.19,215,-183.8
29-Oct-07,3499,3590,3340,3432.45,3430.778083,3276,345,11239229,2172,66.3,250,-66.55
26-Oct-07,3350,3410,3203.05,3323.25,3351.226796,1239,159,4152170,689,55.61,206.95,-26.75
25-Oct-07,3250,3369.95,3203,3291.7,3290.577927,1341,199,4412665,718,53.54,166.95,41.7
24-Oct-07,3117.25,3300,3115,3173.4,3184.821138,1599,163,5092529,1261,78.86,185,56.15
23-Oct-07,3145,3145,3010.05,3023.65,3056.52584,774,109,2365751,505,65.25,134.95,-121.35
22-Oct-07,2765,3050,2758,2979.85,2984.455984,1011,122,3017285,641,63.4,292,214.85
19-Oct-07,3100,3100,2824,2901.8,2933.234086,974,180,2856970,622,63.86,276,-198.2
18-Oct-07,3350,3350,3051,3094.85,3191.56962,1264,183,4034144,728,57.59,299,-255.15
17-Oct-07,3102.4,3280,3102.4,3164.7,3177.298565,1812,213,5757265,1304,71.96,177.6,62.3
16-Oct-07,3375,3398.95,3287,3300.45,3335.64882,1102,128,3675885,662,60.07,111.95,-74.55
15-Oct-07,3474.95,3474.95,3381.1,3391.4,3397.03125,768,69,2608920,587,76.43,93.85,-83.55
12-Oct-07,3449,3449,3378.55,3399.25,3395.683781,857,112,2910101,524,61.14,70.45,-49.75
11-Oct-07,3410,3500,3410,3435.25,3440.865948,649,83,2233122,516,79.51,90,25.25
10-Oct-07,3648,3648,3411,3434.4,3489.402644,832,126,2903183,544,65.38,237,-213.6
9-Oct-07,3401.05,3539,3400,3508.55,3485.041494,482,78,1679790,326,67.63,139,107.5
8-Oct-07,3600,3641,3427.1,3454.8,3493.322497,769,120,2686365,526,68.4,213.9,-145.2
5-Oct-07,3699,3699,3525,3625,3619.271186,1180,92,4270740,1075,91.1,174,-74
4-Oct-07,3610,3720,3600,3613.75,3630.203125,448,51,1626331,300,66.96,120,3.75
3-Oct-07,3725,3740,3625,3647.05,3697.517883,1398,97,5169130,1001,71.6,115,-77.95
1-Oct-07,3650.1,3701,3556.05,3693.1,3666.18902,1275,95,4674391,1172,91.92,144.95,43
28-Sep-07,3535,3675,3510.05,3631.05,3600.720183,1090,92,3924785,874,80.18,164.95,96.05
27-Sep-07,3589,3589,3535,3568.45,3549.154098,305,60,1082492,234,76.72,54,-20.55
26-Sep-07,3561.05,3599,3540,3548.35,3556.572072,444,67,1579118,318,71.62,59,-12.7
25-Sep-07,3600,3650,3520,3553.95,3586.563536,1086,107,3895008,862,79.37,130,-46.05
24-Sep-07,3590,3650,3545,3616.8,3593.43356,1031,104,3704830,670,64.99,105,26.8
21-Sep-07,3652.4,3670,3500,3528.05,3604.193139,1574,168,5673000,1308,83.1,170,-124.35
20-Sep-07,3645.05,3699,3645,3651.8,3676.622159,352,49,1294171,255,72.44,54,6.75
19-Sep-07,3722,3750,3671,3697.25,3718.940887,812,82,3019780,511,62.93,79,-24.75
18-Sep-07,3560,3700,3560,3694.8,3678.689243,502,66,1846702,443,88.25,140,134.8
17-Sep-07,3778,3779,3600.05,3616.25,3649.243007,572,85,2087367,395,69.06,178.95,-161.75
14-Sep-07,3705.55,3749,3700,3700.95,3704.112651,6711,117,24858300,5883,87.66,49,-4.6
13-Sep-07,3690,3735,3650,3697.1,3675.840128,18152,120,66723850,17717,97.6,85,7.1
12-Sep-07,3660.05,3737.3,3626,3677.6,3692.192702,877,49,3238053,204,23.26,111.3,17.55
11-Sep-07,3700,3700,3660.1,3669.45,3671.647658,491,42,1802779,452,92.06,39.9,-30.55
10-Sep-07,3720.7,3720.7,3673.05,3685.2,3683.793814,388,31,1429312,281,72.42,47.65,-35.5
7-Sep-07,3890,3890,3666.15,3718.65,3716.539589,682,76,2534680,467,68.48,223.85,-171.35
6-Sep-07,3665,3769.5,3660,3686.45,3698.747664,214,34,791532,164,76.64,109.5,21.45
5-Sep-07,3655,3760,3655,3751.95,3751.582988,482,55,1808263,298,61.83,105,96.95
4-Sep-07,3750,3766,3714,3738.5,3737.815476,336,43,1255906,205,61.01,52,-11.5
3-Sep-07,3670,3751,3670,3729.4,3722.021459,233,51,867231,204,87.55,81,59.4
31-Aug-07,3695,3751,3652,3666.2,3698.261501,826,113,3054764,473,57.26,99,-28.8
30-Aug-07,3696,3744,3640,3642.75,3691.025105,239,45,882155,150,62.76,104,-53.25
29-Aug-07,3722,3730,3664,3672.75,3682.034483,116,24,427116,78,67.24,66,-49.25
28-Aug-07,3695,3760.5,3680,3698.2,3714.232092,349,65,1296267,227,65.04,80.5,3.2
27-Aug-07,3631,3772.65,3619.5,3699.05,3727.317169,763,146,2843943,451,59.11,153.15,68.05
24-Aug-07,3620,3625,3575.5,3593,3602.08209,134,31,482679,121,90.3,49.5,-27
23-Aug-07,3739.9,3739.9,3577,3600.1,3602.719143,4294,107,15470076,4118,95.9,162.9,-139.8
22-Aug-07,3656,3718.9,3502,3569.1,3560.61385,852,114,3033643,519,60.92,216.9,-86.9
21-Aug-07,3670,3699.9,3605,3620.7,3670.644516,1249,144,4584635,656,52.52,94.9,-49.3
20-Aug-07,3885.9,3885.9,3650,3672.85,3747.942847,10988,181,41182396,536,4.88,235.9,-213.05
17-Aug-07,3825,3825,3680,3700.9,3749.562287,1469,161,5508107,1175,79.99,145,-124.1
16-Aug-07,3715.3,3889.95,3715.3,3767.6,3806.634848,660,77,2512379,495,75,174.65,52.3
14-Aug-07,3880,3880,3800,3842.35,3864.9632,1250,59,4831204,153,12.24,80,-37.65
13-Aug-07,3899,3899,3836.8,3866.55,3869.634369,547,103,2116690,295,53.93,62.2,-32.45
10-Aug-07,3801,3900,3752.05,3836.8,3838.963432,2133,185,8188509,1361,63.81,147.95,35.8
9-Aug-07,3960,4056.95,3860,3901.15,3996.435108,5617,482,22447976,2923,52.04,196.95,-58.85
8-Aug-07,3760,3864,3707,3863.8,3824.209585,2963,211,11331133,2652,89.5,157,103.8
7-Aug-07,3799,3810,3670.1,3680,3737.187386,1094,172,4088483,678,61.97,139.9,-119
6-Aug-07,3680,3739,3575.55,3701.4,3703.877834,794,73,2940879,543,68.39,163.45,21.4
3-Aug-07,3600.1,3797.1,3600.1,3730.25,3751.446009,426,68,1598116,306,71.83,197,130.15
2-Aug-07,3610.55,3819.95,3610.55,3691.05,3739.970096,836,122,3126615,639,76.44,209.4,80.5
1-Aug-07,3930,3930,3655,3749.25,3831.462674,2304,190,8827690,1291,56.03,275,-180.75
31-Jul-07,3985,3985,3820,3844.25,3872.931579,1330,146,5150999,874,65.71,165,-140.75
30-Jul-07,3900,3989,3855,3889.65,3921.632085,1041,120,4082419,638,61.29,134,-10.35
27-Jul-07,3925,4089.5,3925,3998.35,4011.089272,1277,151,5122161,868,67.97,164.5,73.35
26-Jul-07,4070,4135,4063,4105.65,4099.006596,758,108,3107047,420,55.41,72,35.65
25-Jul-07,4090,4100,4000,4037.2,4068.077236,984,84,4002988,667,67.78,100,-52.8
24-Jul-07,4187.95,4187.95,4050,4057.6,4082.462222,1350,138,5511324,725,53.7,137.95,-130.35
23-Jul-07,4090,4275,4070,4114.6,4160.255319,2303,273,9581068,805,34.95,205,24.6
20-Jul-07,4185,4209.8,4091,4102,4152.444526,1370,174,5688849,710,51.82,118.8,-83
19-Jul-07,4130,4170,4061,4117.1,4121.050933,2572,308,10599343,1458,56.69,109,-12.9
18-Jul-07,4174.4,4179,3951.2,4048.2,4091.988671,4590,597,18782228,2078,45.27,227.8,-126.2
17-Jul-07,3917.95,4082.55,3900,4082.55,4056.719217,1738,190,7050578,1426,82.05,182.55,164.6
16-Jul-07,3960,3960,3881.05,3888.15,3912.215247,223,67,872424,140,62.78,78.95,-71.85
13-Jul-07,3937,3939,3870,3897.2,3903.898366,1958,129,7643833,1469,75.03,69,-39.8
12-Jul-07,3910,3990,3830.7,3865.4,3907.31037,1350,214,5274869,654,48.44,159.3,-44.6
11-Jul-07,3940,3940,3873.65,3910.8,3903.815385,1105,108,4313716,794,71.86,66.35,-29.2
10-Jul-07,4075,4075,3850,3896.75,3916.110256,390,101,1527283,195,50,225,-178.25
9-Jul-07,4000,4000,3871.2,3899.5,3921.410959,730,94,2862630,459,62.88,128.8,-100.5
6-Jul-07,3960,4023.95,3865,3898.45,3953.355811,2091,206,8266467,1131,54.09,158.95,-61.55
5-Jul-07,3960,4020,3861,3963.3,3947.591174,1201,161,4741057,734,61.12,159,3.3
4-Jul-07,4079.7,4079.7,3925,3959.2,4016.352197,1661,197,6671161,964,58.04,154.7,-120.5
3-Jul-07,3940,4090.6,3935,4043.25,4060.749604,4417,623,17936331,1283,29.05,155.6,103.25
2-Jul-07,3896,3945,3852.5,3895.85,3897.828667,893,133,3480761,386,43.23,92.5,-0.15
29-Jun-07,3936,3955,3800,3894.75,3928.051825,1370,175,5381431,731,53.36,155,-41.25
28-Jun-07,3999.95,4091.25,3870,3890.5,3953.107047,2597,310,10266219,1003,38.62,221.25,-109.45
27-Jun-07,4129.35,4129.35,3880,3896.95,4049.003002,12658,1238,51252280,4843,38.26,249.35,-232.4
26-Jun-07,3932.75,3932.75,3870,3932.75,3913.682589,649,68,2539980,563,86.75,62.75,0
25-Jun-07,3616.4,3745.5,3600,3745.5,3695.992193,1537,205,5680740,985,64.09,145.5,129.1
22-Jun-07,3380,3567.15,3380,3567.15,3511.421355,1742,214,6116896,1423,81.69,187.15,187.15
21-Jun-07,3405,3412,3386.5,3397.3,3398.59408,946,89,3215070,669,70.72,25.5,-7.7
20-Jun-07,3418,3418,3350,3401.6,3396.162017,932,95,3165223,795,85.3,68,-16.4
19-Jun-07,3400,3400,3320,3369.8,3361.86445,782,137,2628978,509,65.09,80,-30.2
18-Jun-07,3360,3430,3280.05,3371.2,3363.495302,2235,220,7517412,1364,61.03,149.95,11.2
15-Jun-07,3172.55,3323.8,3148.2,3281.55,3285.807357,4594,381,15094999,2557,55.66,175.6,109
14-Jun-07,3129,3240,3129,3165.55,3173.882042,1704,212,5408295,751,44.07,111,36.55
13-Jun-07,3072,3129,3072,3092.9,3111.456522,368,37,1145016,321,87.23,57,20.9
12-Jun-07,3143.5,3143.5,3099,3100,3118.235955,267,19,832569,231,86.52,44.5,-43.5
11-Jun-07,3209,3209,3075,3101.75,3154.63073,1178,88,3716155,826,70.12,134,-107.25
8-Jun-07,3155,3215,3155,3201.95,3198.906146,1204,68,3851483,790,65.61,60,46.95
7-Jun-07,3131.05,3210,3130,3179.2,3181.029197,822,76,2614806,438,53.28,80,48.15
6-Jun-07,3199,3220,3140,3147.7,3179.378089,1214,44,3859765,689,56.75,80,-51.3
5-Jun-07,3171.1,3249,3163,3201.05,3202.140215,1676,83,5366787,1156,68.97,86,29.95
4-Jun-07,3239,3250,3150,3217.55,3212.900546,915,76,2939804,637,69.62,100,-21.45
1-Jun-07,3187,3220,3187,3209,3208.299766,427,40,1369944,340,79.63,33,22
31-May-07,3130,3248.85,3130,3203.3,3216.244395,1784,110,5737780,949,53.2,118.85,73.3
30-May-07,3158.35,3200,3155,3181.85,3182.331742,1676,115,5333588,1239,73.93,45,23.5
29-May-07,3175,3250,3140,3162.45,3207.795627,2104,188,6749202,995,47.29,110,-12.55
28-May-07,3199.8,3210,3142,3199.1,3192.275091,1923,122,6138745,1372,71.35,68,-0.7
25-May-07,3100,3150,3074,3133.6,3119.04359,390,67,1216427,251,64.36,76,33.6
24-May-07,3134.75,3200,3105,3144.3,3157.66453,936,61,2955574,647,69.12,95,9.55
23-May-07,3190,3200,3130,3144.75,3168.119705,1086,86,3440578,764,70.35,70,-45.25
22-May-07,3200,3210,3200,3207.2,3204.729345,702,33,2249720,547,77.92,10,7.2
21-May-07,3202,3225,3150,3202.2,3195.952663,1690,116,5401160,1163,68.82,75,0.2
18-May-07,3200,3233.35,3200,3203.65,3214.260131,765,48,2458909,577,75.42,33.35,3.65
17-May-07,3219,3226,3198,3200.55,3205.032653,2205,122,7067097,1487,67.44,28,-18.45
16-May-07,3239.35,3239.35,3158,3193.55,3199.315697,567,77,1814012,372,65.61,81.35,-45.8
15-May-07,3220,3237,3165.5,3194.4,3196.617068,1371,83,4382562,1010,73.67,71.5,-25.6
14-May-07,3224.85,3234.85,3047.4,3202.45,3202.664305,1129,135,3615808,775,68.64,187.45,-22.4
11-May-07,3233.95,3233.95,3121.25,3141.7,3162.25,668,70,2112383,146,21.86,112.7,-92.25
10-May-07,3257.85,3257.85,3177.05,3181.6,3220.330935,556,93,1790504,377,67.81,80.8,-76.25
9-May-07,3274,3280,3161.25,3202.95,3216.620408,980,133,3152288,425,43.37,118.75,-71.05
8-May-07,3243.9,3320,3160,3255.6,3249.608851,6734,659,21882866,2642,39.23,160,11.7
7-May-07,3040,3205.45,3040,3205.45,3176.124169,7224,444,22944321,3725,51.56,165.45,165.45
4-May-07,3095.05,3100,3010,3052.85,3059.493274,3568,166,10916272,2853,79.96,90,-42.2
3-May-07,3080,3150,3069.95,3100.9,3105.810171,6332,412,19665990,5129,81,80.05,20.9
30-Apr-07,3025,3076,3000.05,3050.4,3039.867002,2188,148,6651229,1734,79.25,75.95,25.4
27-Apr-07,3011.1,3078,3011.1,3022.7,3046.644961,645,109,1965086,413,64.03,66.9,11.6
26-Apr-07,3079,3098.95,3050,3066.2,3061.140083,1442,100,4414164,985,68.31,48.95,-12.8
25-Apr-07,3023.1,3098.9,3010,3034.8,3043.670038,791,79,2407543,272,34.39,88.9,11.7
24-Apr-07,3025,3119.75,3012,3022.75,3052.559685,888,113,2710673,504,56.76,107.75,-2.25
23-Apr-07,3180,3247,3041.15,3090.05,3103.052983,7493,178,23251176,6327,84.44,205.85,-89.95
20-Apr-07,3075,3119,3030,3100.2,3107.990605,12134,183,37712358,11420,94.12,89,25.2
19-Apr-07,2990,3070,2932.05,3046.9,3016.047033,2275,193,6861507,1201,52.79,137.95,56.9
18-Apr-07,3000.05,3065,2995,3025.9,3019.572985,3672,268,11087872,2345,63.86,70,25.85
17-Apr-07,3149,3178.6,2972,3000.75,3058.418887,13777,1193,42135837,5969,43.33,206.6,-148.25
16-Apr-07,3059.2,3059.2,2960,3059.2,3041.889575,17804,517,54157802,11539,64.81,99.2,0
13-Apr-07,2790,2913.55,2789,2913.55,2903.507194,4935,278,14328808,2808,56.9,124.55,123.55
12-Apr-07,2700,2794.95,2700,2774.85,2756.395542,3365,210,9275271,2596,77.15,94.95,74.85
11-Apr-07,2788,2788,2741.3,2750.45,2750.218481,1396,93,3839305,1243,89.04,46.7,-37.55
10-Apr-07,2721,2755,2701.1,2730.6,2725.908257,1199,143,3268364,643,53.63,53.9,9.6
9-Apr-07,2739.9,2775,2695,2711.65,2716.659371,1462,168,3971756,812,55.54,80,-28.25
5-Apr-07,2620,2699,2595.05,2652.5,2630.028203,2943,246,7740173,1883,63.98,103.95,32.5
4-Apr-07,2451,2580.25,2451,2576.25,2547.507363,1494,152,3805976,839,56.16,129.25,125.25
3-Apr-07,2500,2500,2420,2457.4,2457.166517,1117,166,2744655,445,39.84,80,-42.6
2-Apr-07,2620,2620,2539.25,2539.25,2552.524599,1809,175,4617517,1185,65.51,80.75,-80.75
30-Mar-07,2707,2740,2650.55,2672.85,2710.829976,1688,200,4575881,569,33.71,89.45,-34.15
29-Mar-07,2665,2750,2600,2667.6,2698.917388,2542,323,6860648,513,20.18,150,2.6
28-Mar-07,2666,2744.9,2650,2671.5,2713.665652,4597,542,12474721,1968,42.81,94.9,5.5
26-Mar-07,2580,2614.8,2565,2614.8,2608.399137,2781,280,7253958,1587,57.07,49.8,34.8
23-Mar-07,2385,2490.3,2385,2490.3,2466.816647,2487,220,6134973,1667,67.03,105.3,105.3
22-Mar-07,2419,2419,2342,2371.75,2367.639386,1173,204,2777241,521,44.42,77,-47.25
21-Mar-07,2270,2313,2241,2306.2,2283.18309,1715,181,3915659,1026,59.83,72,36.2
20-Mar-07,2189,2225,2166.05,2207.65,2187.874749,1493,155,3266497,952,63.76,58.95,18.65
19-Mar-07,2020,2148,2020,2141.2,2117.670741,3845,233,8142444,2213,57.56,128,121.2
16-Mar-07,2200,2200,2071.05,2071.05,2103.134522,4713,234,9912073,3558,75.49,128.95,-128.95
15-Mar-07,2260,2310,2168,2180.05,2206.600272,5151,443,11366198,2750,53.39,142,-79.95
14-Mar-07,2325,2339.9,2281.65,2281.65,2297.413351,1483,155,3407064,1109,74.78,58.25,-43.35
13-Mar-07,2436,2436,2380,2401.7,2413.618631,1256,98,3031505,1040,82.8,56,-34.3
12-Mar-07,2360,2410,2300,2380.4,2332.739158,1568,110,3657735,1016,64.8,110,20.4
9-Mar-07,2350,2351.35,2260,2349.65,2332.503692,1896,190,4422427,1238,65.3,91.35,-0.35
8-Mar-07,2275,2299,2205,2239.4,2233.600845,1894,144,4230440,732,38.65,94,-35.6
7-Mar-07,2367.1,2367.1,2252.2,2256.2,2304.266647,3379,254,7786117,1549,45.84,114.9,-110.9
6-Mar-07,2367.1,2500,2367.1,2367.1,2384.248665,2248,185,5359791,1637,72.82,132.9,0
5-Mar-07,2510,2510,2491.65,2491.65,2492.449239,394,51,982025,384,97.46,18.35,-18.35
2-Mar-07,2755.05,2800,2619.45,2622.75,2720.895032,1248,173,3395677,775,62.1,180.55,-132.3
1-Mar-07,2849,2849,2725,2757.3,2773.930114,787,72,2183083,497,63.15,124,-91.7
28-Feb-07,2782,2870,2780.75,2781.5,2823.304521,1504,184,4246250,933,62.03,89.25,-0.5
27-Feb-07,2872,2939.05,2810.05,2927.1,2928.405033,1669,202,4887508,609,36.49,129,55.1
26-Feb-07,2825,2840,2750,2799.1,2806.364238,453,65,1271283,246,54.3,90,-25.9
23-Feb-07,2825,2850,2777.9,2820.05,2817.45,240,51,676188,175,72.92,72.1,-4.95
22-Feb-07,2900,2924,2835,2856.7,2886.028221,815,65,2352113,606,74.36,89,-43.3
21-Feb-07,2894,2895,2864,2869.7,2878.807588,369,40,1062280,358,97.02,31,-24.3
20-Feb-07,2940,2940,2850,2875.15,2890.047468,632,49,1826510,421,66.61,90,-64.85
19-Feb-07,2983,2983,2900,2900,2920.477273,308,30,899507,252,81.82,83,-83
15-Feb-07,2979.6,2979.6,2900,2910.5,2913.47619,420,96,1223660,151,35.95,79.6,-69.1
14-Feb-07,2863.25,2863.25,2805.55,2837.75,2830.337037,540,85,1528382,410,75.93,57.7,-25.5
13-Feb-07,2701,2905,2701,2863.25,2871.145985,548,85,1573388,291,53.1,204,162.25
12-Feb-07,2902,2903.35,2766,2842.4,2841.588521,1028,118,2921153,504,49.03,137.35,-59.6
9-Feb-07,3025.25,3025.25,2840,2903.35,2918.282946,1032,107,3011668,674,65.31,185.25,-121.9
8-Feb-07,3005,3079,2960,2966.05,2984.501742,861,80,2569656,578,67.13,119,-38.95
7-Feb-07,3024,3049.95,2971,2987.45,3007.044921,1447,136,4351194,908,62.75,78.95,-36.55
6-Feb-07,3148,3148,3000.15,3016,3054.087719,1824,162,5570656,957,52.47,147.85,-132
5-Feb-07,3100,3190,3056,3063.3,3095.498952,3339,320,10335871,1785,53.46,134,-36.7
2-Feb-07,3249.8,3259.9,2971,3054.05,3157.838328,5072,613,16016556,1538,30.32,288.9,-195.75
1-Feb-07,3040,3109.85,3005,3109.85,3067.017918,2065,275,6333392,1202,58.21,104.85,69.85
31-Jan-07,3100,3115,2944,2961.8,3022.730421,3869,564,11694944,1406,36.34,171,-138.2
29-Jan-07,3379.4,3379.4,3078.8,3083.3,3205.922314,5947,923,19065620,2391,40.21,300.6,-296.1
25-Jan-07,3238,3240.8,3080,3240.8,3176.831439,4224,612,13418936,2069,48.98,160.8,2.8
24-Jan-07,2978,3126.4,2880,3086.5,3015.607222,5871,672,17704630,2479,42.22,246.4,108.5
23-Jan-07,2940,3050,2875,2977.55,2985.614837,7724,748,23060889,2703,34.99,175,37.55
22-Jan-07,2800,2801.45,2580,2801.45,2741.512992,2540,213,6963443,1507,59.33,221.45,1.45
19-Jan-07,2505,2580,2505,2546.8,2535.179936,628,91,1592093,341,54.3,75,41.8
18-Jan-07,2470,2550,2451,2531.8,2517.694321,1796,171,4521779,1339,74.55,99,61.8
17-Jan-07,2400,2485,2385,2444.15,2441.311047,344,58,839811,291,84.59,100,44.15
16-Jan-07,2405,2410,2361,2400.8,2392.253695,812,53,1942510,772,95.07,49,-4.2
15-Jan-07,2339.9,2398,2311.25,2379.75,2363.618881,572,62,1351990,508,88.81,86.75,39.85
12-Jan-07,2340,2340,2305,2340,2320.851711,263,29,610384,227,86.31,35,0
11-Jan-07,2299.8,2300,2263,2296.05,2289.796791,187,30,428192,164,87.7,37,-3.75
10-Jan-07,2332.95,2332.95,2271.25,2297.95,2297.087719,114,17,261868,107,93.86,61.7,-35
9-Jan-07,2325,2347,2300,2309.15,2321.97973,296,41,687306,207,69.93,47,-15.85
