Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
19-Apr-17,79,80.3,77.65,79.65,79.21925678,135599,523,10742052,32144,23.71,2.65,0.65
18-Apr-17,80,80.2,78.2,78.7,79.43862002,137219,643,10900488,44415,32.37,2,-1.3
17-Apr-17,80,80.45,79.35,79.6,79.77554958,139425,497,11122706,51926,37.24,1.1,-0.4
13-Apr-17,79.5,80.1,78.85,79.95,79.73427964,204162,813,16278710,55236,27.05,1.25,0.45
12-Apr-17,80.95,81,78.9,79.65,79.69102764,303053,991,24150605,49241,16.25,2.1,-1.3
11-Apr-17,80.7,80.7,79.2,79.95,80.00144857,131854,549,10548511,55949,42.43,1.5,-0.75
10-Apr-17,80,80.1,78.75,79.6,79.39074666,130742,514,10379705,48089,36.78,1.35,-0.4
7-Apr-17,79.5,79.85,78.55,78.85,79.28230655,124758,498,9891102,58938,47.24,1.3,-0.65
6-Apr-17,81,81.15,79.1,79.7,79.90831292,195142,888,15593468,58607,30.03,2.05,-1.3
5-Apr-17,80,80.9,79.8,80.25,80.31436982,288062,1201,23135518,103054,35.77,1.1,0.25
3-Apr-17,78.3,79.95,77.5,79.7,79.05709583,320794,1258,25361042,126702,39.5,2.45,1.4
31-Mar-17,76.05,78.4,76,77.6,77.21146382,448280,1381,34612355,79754,17.79,2.4,1.55
30-Mar-17,77.1,77.95,76.3,76.85,77.31926585,167431,768,12945642,74237,44.34,1.65,-0.25
29-Mar-17,77.2,77.6,76.5,77.15,77.18321207,262379,1155,20251254,69684,26.56,1.1,-0.05
28-Mar-17,78,78.2,76.5,77.2,77.5732598,482345,1703,37417074,83180,17.24,1.7,-0.8
27-Mar-17,77.9,78.25,76.35,77.25,77.2946186,622459,1646,48112731,107038,17.2,1.9,-0.65
24-Mar-17,74.5,77.55,74.5,77.2,76.44250132,750052,2434,57335851,232195,30.96,3.05,2.7
23-Mar-17,73.3,74.8,73.2,74.35,73.90880546,197775,737,14617314,76220,38.54,1.6,1.05
22-Mar-17,72,74.4,71.65,72.85,73.37523037,256112,1298,18792277,80179,31.31,2.75,0.85
21-Mar-17,74,74.1,72.65,73.1,73.10503072,210129,633,15361487,84947,40.43,1.45,-0.9
20-Mar-17,74,74.4,73.05,73.6,73.79578522,253062,1020,18674909,122880,48.56,1.35,-0.4
17-Mar-17,73.95,74.45,72.1,73.25,73.38072491,352953,1459,25899947,133485,37.82,2.35,-0.7
16-Mar-17,70.25,73.8,70.15,73.2,72.26719469,759304,2959,54872770,319650,42.1,3.65,2.95
15-Mar-17,70.9,71.2,69.8,70.1,70.47281208,206029,676,14519443,51104,24.8,1.4,-0.8
14-Mar-17,69.3,71.25,69.3,70.9,70.57484205,375905,2602,26529436,186768,49.68,1.95,1.6
10-Mar-17,69.85,70.25,68.1,68.5,69.20190268,279501,1045,19342001,56665,20.27,2.15,-1.35
9-Mar-17,69.3,70.4,69,69.35,69.67710455,96220,625,6704331,45588,47.38,1.4,0.05
8-Mar-17,71.6,71.6,67.85,69.8,69.19604722,243120,1383,16822943,71620,29.46,3.75,-1.8
7-Mar-17,71.25,71.95,70.1,70.85,70.86849338,825928,3846,58532273,174955,21.18,1.85,-0.4
6-Mar-17,67.75,69.3,67.65,68.85,68.76412163,226231,981,15556576,73392,32.44,1.65,1.1
3-Mar-17,67.15,68,66.85,67.6,67.50946353,243091,1132,16410943,46053,18.94,1.15,0.45
2-Mar-17,69.75,69.9,67.1,67.45,68.47689015,359349,1401,24607102,73329,20.41,2.8,-2.3
1-Mar-17,69.3,70.3,69,69.4,69.64750217,338734,1572,23591977,125675,37.1,1.3,0.1
28-Feb-17,69.3,69.9,68.55,68.95,69.1054405,278081,1380,19216910,98242,35.33,1.35,-0.35
27-Feb-17,67.6,69.55,67.3,69.3,68.65069093,655348,2346,44990093,214760,32.77,2.25,1.7
23-Feb-17,67.15,67.8,66.5,67.55,67.27691582,318140,1326,21403478,84891,26.68,1.3,0.4
22-Feb-17,68,68.6,66.45,66.85,67.56564006,352521,1420,23818307,89206,25.31,2.15,-1.15
21-Feb-17,67.85,68.2,67.1,67.8,67.68924731,175770,1072,11897739,57253,32.57,1.1,-0.05
20-Feb-17,65.8,68.1,65.8,67.85,67.16984184,527426,2274,35427121,141240,26.78,2.3,2.05
17-Feb-17,66.25,67.35,65.4,65.55,65.78972689,641870,1893,42228452,270688,42.17,1.95,-0.7
16-Feb-17,65,66.85,64.1,66.25,65.38667195,378900,1736,24775010,86026,22.7,2.75,1.25
15-Feb-17,66.25,67.3,64.55,65.2,65.96808655,464945,2102,30671532,111885,24.06,2.75,-1.05
14-Feb-17,67,67.3,66,66.4,66.60659882,358367,1667,23869607,87729,24.48,1.3,-0.6
13-Feb-17,70,70,66.45,66.8,67.60845327,3150615,4292,213008207,2341349,74.31,3.55,-3.2
10-Feb-17,72.45,72.7,70.6,71.2,71.65970273,383021,1586,27447171,91419,23.87,2.1,-1.25
9-Feb-17,72,73.4,71.8,72.3,72.56361171,861964,2785,62547221,141195,16.38,1.6,0.3
8-Feb-17,72,72.5,70.3,71.8,71.60076644,541465,2204,38769309,92636,17.11,2.2,-0.2
7-Feb-17,70.05,73.15,70.05,71.85,72.12130747,1449243,5542,104521300,312899,21.59,3.1,1.8
6-Feb-17,68.4,71.6,68,69.7,69.8715401,1345774,5246,94031302,466661,34.68,3.6,1.3
3-Feb-17,67.4,68.65,66.1,67.8,67.74861412,489940,2903,33192756,142212,29.03,2.55,0.4
2-Feb-17,66,67.25,65.25,66.7,66.3820317,431226,2006,28625658,88688,20.57,2,0.7
1-Feb-17,64,66.5,63.1,66.2,64.69082885,775137,2627,50144255,68687,8.86,3.4,2.2
31-Jan-17,66.2,66.3,64,64.3,64.68223789,386953,2081,25028986,132146,34.15,2.3,-1.9
30-Jan-17,67.45,67.45,65.7,65.85,66.34453927,428880,1740,28453846,115332,26.89,1.75,-1.6
27-Jan-17,64.5,67.8,64.5,67.15,66.83033402,878756,4796,58727557,373752,42.53,3.3,2.65
25-Jan-17,64.9,65.3,63.65,64.6,64.35174995,346010,1351,22266349,101342,29.29,1.65,-0.3
24-Jan-17,64.55,64.55,63.4,64,63.83537133,215898,1117,13781929,61880,28.66,1.15,-0.55
23-Jan-17,63.3,64.55,62.75,63.95,63.81595024,380408,1324,24276098,108458,28.51,1.8,0.65
20-Jan-17,65.1,65.4,62.7,63.1,63.93011276,273326,1324,17473762,88072,32.22,2.7,-2
19-Jan-17,65,65.55,64.45,64.7,64.96716454,209225,1138,13592755,67352,32.19,1.1,-0.3
18-Jan-17,65.5,66,64.65,64.9,65.16504919,463995,1723,30236257,157779,34,1.35,-0.6
17-Jan-17,65.65,65.8,64.45,65.15,65.15974514,622310,2818,40549561,152694,24.54,1.35,-0.5
16-Jan-17,64.8,65.5,63.95,64.9,64.97716373,571941,2360,37163104,187074,32.71,1.55,0.1
13-Jan-17,65.15,65.4,63.6,64.4,64.33652639,558503,2259,35932143,140029,25.07,1.8,-0.75
12-Jan-17,62.5,65.15,62.2,64.4,64.18952628,1053437,5643,67619622,225035,21.36,2.95,1.9
11-Jan-17,62.35,62.7,61.85,62.2,62.28746353,432594,1633,26945183,135484,31.32,0.85,-0.15
10-Jan-17,61.6,62.7,61.1,61.95,61.90654615,372280,1780,23046569,101148,27.17,1.6,0.35
9-Jan-17,62.4,62.5,61.3,61.5,61.67866268,214877,876,13253326,44058,20.5,1.2,-0.9
6-Jan-17,62.3,62.65,61.55,61.85,62.10646758,298025,1479,18509280,83851,28.14,1.1,-0.45
5-Jan-17,61.9,62.25,61.5,61.9,61.90276312,280408,1295,17358030,108036,38.53,0.75,0
4-Jan-17,60.9,62,60.75,61.1,61.32392999,406026,1722,24899110,152050,37.45,1.25,0.2
3-Jan-17,60.9,61.15,60.1,60.8,60.72800539,306973,1689,18641858,87349,28.45,1.05,-0.1
2-Jan-17,59.9,60.6,58.9,60.05,59.45881372,573067,1687,34073884,289860,50.58,1.7,0.15
30-Dec-16,58.95,59.75,58.6,59.3,59.26807859,300300,1768,17798204,62355,20.76,1.15,0.35
29-Dec-16,58.5,59.2,58.25,58.35,58.59324385,364083,1399,21332804,121142,33.27,0.95,-0.15
28-Dec-16,57.15,60.3,57.15,58.55,59.01014006,456309,4766,26926858,112833,24.73,3.15,1.4
27-Dec-16,56.25,57.35,55.65,57,56.44931768,233908,1183,13203947,70969,30.34,1.7,0.75
26-Dec-16,57.9,57.95,55.6,55.95,56.75937108,512561,4919,29092640,109743,21.41,2.35,-1.95
23-Dec-16,57.35,58.5,56.6,57.6,57.60754327,365067,2100,21030613,90273,24.73,1.9,0.25
22-Dec-16,57.9,57.9,56.8,57.25,57.41048417,440302,1800,25277951,76356,17.34,1.1,-0.65
21-Dec-16,58.05,58.25,57.6,57.8,57.94360248,267033,2059,15472854,103355,38.7,0.65,-0.25
20-Dec-16,58.85,59.2,57.4,58.1,58.31344505,383777,1731,22379359,133529,34.79,1.8,-0.75
19-Dec-16,59.4,59.4,58.6,58.85,58.94854971,268084,1712,15803163,97748,36.46,0.8,-0.55
16-Dec-16,59.7,60.05,58.95,59.2,59.4109518,343359,1801,20399285,112612,32.8,1.1,-0.5
15-Dec-16,58.85,59.75,58.2,59.1,59.17705296,502409,2332,29731084,144840,28.83,1.55,0.25
14-Dec-16,60.5,60.55,58.9,59.15,59.41940651,784716,3139,46627359,180508,23,1.65,-1.35
13-Dec-16,60.8,61.15,59.55,60.05,60.09555846,866412,3998,52067513,177252,20.46,1.6,-0.75
12-Dec-16,63.8,63.8,60.5,60.85,61.53172517,1368850,5683,84227702,366313,26.76,3.3,-2.95
9-Dec-16,62.95,63.75,62.3,63.1,63.07655445,1420257,6400,89584918,397254,27.97,1.45,0.15
8-Dec-16,63.5,63.5,60.05,62,62.02278061,4513795,18800,279958117,856419,18.97,3.45,-1.5
7-Dec-16,66.95,67.5,65.35,65.85,66.55747377,912886,4130,60759386,240722,26.37,2.15,-1.1
6-Dec-16,68.85,69.85,64.75,66.3,67.18523994,2778186,14224,186653093,331125,11.92,5.1,-2.55
5-Dec-16,78,78,68.25,69,70.11198613,2084901,10891,146176550,459352,22.03,9.75,-9
2-Dec-16,76.6,77.85,75.35,76.1,76.52974937,152457,1121,11667496,32191,21.11,2.5,-0.5
1-Dec-16,79.95,79.95,76.15,76.5,77.6257326,273684,1867,21244921,59448,21.72,3.8,-3.45
30-Nov-16,74.55,78.3,74.15,77.1,76.82737554,497751,2623,38240903,84877,17.05,4.15,2.55
29-Nov-16,73.05,75.1,73,73.85,74.30476483,234489,1094,17423650,40517,17.28,2.1,0.8
28-Nov-16,74.1,75.2,72.5,73.15,73.69063009,206843,1096,15242391,35563,17.19,2.7,-0.95
25-Nov-16,75.4,75.8,73.1,73.85,74.44802086,248542,1328,18503460,43448,17.48,2.7,-1.55
24-Nov-16,73,75.4,71.7,74.65,74.08641794,225150,1359,16680557,23824,10.58,3.7,1.65
23-Nov-16,72.45,73.2,71.55,72.95,72.30998794,112756,622,8153385,20481,18.16,1.65,0.5
22-Nov-16,69,72.5,68.95,72.1,70.7391022,215594,1398,15250926,45329,21.03,3.55,3.1
21-Nov-16,72.5,73,69,69.45,70.85596508,255688,1615,18117020,49215,19.25,4,-3.05
18-Nov-16,72,73.5,71.4,72.75,72.57990138,198939,1104,14438973,36077,18.13,2.1,0.75
17-Nov-16,74,74.6,72.05,72.45,73.5153081,611147,1371,44928660,30821,5.04,2.55,-1.55
16-Nov-16,76.5,77.3,73.6,73.95,75.08106528,763101,2092,57294436,37289,4.89,3.7,-2.55
15-Nov-16,78.5,82.4,74.5,75.35,75.99485464,598597,1636,45490292,343141,57.32,7.9,-3.15
11-Nov-16,81,81.4,77.95,78.65,79.55298413,432705,2053,34422974,69843,16.14,3.45,-2.35
10-Nov-16,83.45,84.8,81.25,82,83.46432932,1003359,4063,83744686,100493,10.02,3.55,-1.45
9-Nov-16,77.9,82.8,74.7,82.2,78.56635707,866185,4416,68053000,113114,13.06,8.1,4.3
8-Nov-16,86.8,87.15,81.5,82.95,83.77610168,1164408,4808,97549563,273235,23.47,5.65,-3.85
7-Nov-16,78,86.45,77.35,85.8,83.63155271,1926053,9619,161078803,403890,20.97,9.1,7.8
4-Nov-16,76.75,77.15,74.1,76.5,75.89064779,268792,1314,20398799,59845,22.26,3.05,-0.25
3-Nov-16,77.15,78,76,76.75,77.0923346,134944,810,10403148,30907,22.9,2,-0.4
2-Nov-16,76.8,77.65,76.1,77.15,76.98073931,194074,846,14939960,59662,30.74,1.55,0.35
1-Nov-16,76.75,79.35,76.15,77.4,77.74481691,321671,1500,25008253,49369,15.35,3.2,0.65
30-Oct-16,76.9,76.95,76.2,76.55,76.63411529,31417,379,2407614,15281,48.64,0.75,-0.35
28-Oct-16,73.5,76.7,73.35,76.25,75.56609416,243085,1139,18368984,62236,25.6,3.35,2.75
27-Oct-16,75,75.1,73.5,74.05,74.12070282,209556,2244,15532438,57094,27.25,1.6,-0.95
26-Oct-16,76.9,76.9,74.7,74.95,75.40578962,183950,975,13870895,66683,36.25,2.2,-1.95
25-Oct-16,77.45,77.45,75.9,76.2,76.54450227,211742,925,16207686,40424,19.09,1.55,-1.25
24-Oct-16,76.3,77.7,75.55,76.75,76.53406547,2586402,1399,197947860,2276215,88.01,2.15,0.45
21-Oct-16,76.75,78.05,76.1,76.4,77.11669798,352851,1491,27210704,108228,30.67,1.95,-0.35
20-Oct-16,76.1,76.75,75.5,76.05,76.31488306,83034,452,6336730,31233,37.61,1.25,-0.05
19-Oct-16,75.9,76.65,75.55,76.1,75.96992899,122510,606,9307076,23297,19.02,1.1,0.2
18-Oct-16,74.85,76.15,74.55,76,75.53489416,111394,678,8414134,28444,25.53,1.6,1.15
17-Oct-16,75.5,75.95,73.5,74.25,74.70489214,158908,818,11871205,31214,19.64,2.45,-1.25
14-Oct-16,75.1,76.3,74.6,75.4,75.11462231,116801,564,8773463,26799,22.94,1.7,0.3
13-Oct-16,76.45,77,74.5,75.2,75.51455909,241945,1144,18270370,56765,23.46,2.5,-1.25
10-Oct-16,77.65,77.8,76.2,76.55,77.00172759,69461,465,5348617,22120,31.85,1.6,-1.1
7-Oct-16,77.1,77.5,76.1,76.8,76.89770013,147791,735,11364788,35902,24.29,1.4,-0.3
6-Oct-16,78,79.4,75.8,77,77.93989659,218540,1149,17032985,48613,22.24,3.6,-1
5-Oct-16,78.1,79.45,77.8,78.7,78.62875917,154622,764,12157736,41309,26.72,1.65,0.6
4-Oct-16,79.55,79.55,77.35,77.9,78.02984704,273528,982,21343348,35428,12.95,2.2,-1.65
3-Oct-16,78.5,79,75.15,78.6,77.7838631,406844,1602,31645898,61497,15.12,3.85,0.1
30-Sep-16,74,75.6,73.8,75.2,74.93496395,228012,1085,17086071,41587,18.24,1.8,1.2
29-Sep-16,80.55,80.55,69.15,74.15,75.93482976,676413,2897,51363306,131061,19.38,11.4,-6.4
28-Sep-16,79.15,80,78.95,79.85,79.45890977,116086,639,9224067,30892,26.61,1.05,0.7
27-Sep-16,80.95,81.6,78.6,79,79.70310481,205874,999,16408797,51306,24.92,3,-1.95
26-Sep-16,80.4,81.85,79.5,80.1,80.06407254,4846351,1583,388018598,4514753,93.16,2.35,-0.3
23-Sep-16,81.6,81.75,80,80.35,80.80612695,140494,677,11352776,46710,33.25,1.75,-1.25
22-Sep-16,82,82.15,80.85,81.5,81.42308446,249995,949,20355364,29127,11.65,1.3,-0.5
21-Sep-16,81.6,82.3,80.35,80.75,81.37219743,230770,1012,18778262,32669,14.16,1.95,-0.85
20-Sep-16,82.15,82.65,81,81.25,81.5934328,272597,967,22242125,48440,17.77,1.65,-0.9
19-Sep-16,81.25,82.6,81.05,82.15,81.77639709,250198,991,20460291,64032,25.59,1.55,0.9
16-Sep-16,81.9,82.1,80.1,80.75,81.202768,664740,4585,53978728,168637,25.37,2,-1.15
15-Sep-16,79.75,80.65,79.2,80.05,80.16262084,772318,3083,61911035,34217,4.43,1.45,0.3
14-Sep-16,79,80.8,78.65,79.75,79.99451792,1342557,3044,107397200,84493,6.29,2.15,0.75
12-Sep-16,81.7,82.4,78.05,79.75,80.35305368,1184766,4591,95199566,114790,9.69,4.35,-1.95
9-Sep-16,83.95,84,81.4,81.9,82.56814113,708757,2129,58520748,106616,15.04,2.6,-2.05
8-Sep-16,83.75,83.85,81.95,82.7,83.0519677,544011,1720,45181184,55759,10.25,1.9,-1.05
7-Sep-16,83,84.15,82.2,83.55,83.29417709,817460,2504,68089658,172905,21.15,1.95,0.55
6-Sep-16,82.5,82.85,81.8,82.5,82.30269167,224879,1194,18508147,51829,23.05,1.05,0
2-Sep-16,82.5,82.5,81.05,81.65,81.64617134,199574,1373,16294453,47778,23.94,1.45,-0.85
1-Sep-16,84.6,84.6,80.7,81.25,82.47394315,553885,3181,45681080,137002,24.73,3.9,-3.35
31-Aug-16,83.5,85.45,82.5,83.3,84.29979068,1443267,8029,121667106,339362,23.51,2.95,-0.2
30-Aug-16,81.95,84.4,79.6,81.95,82.32190058,1725890,9064,142078545,217461,12.6,4.8,0
29-Aug-16,82.9,84.5,79.25,80.4,81.55643958,721949,2859,58879590,148068,20.51,5.25,-2.5
26-Aug-16,84.1,84.75,82.3,82.85,83.42034088,552159,1829,46061292,148381,26.87,2.45,-1.25
25-Aug-16,87.4,87.4,83.8,84.15,85.029008,392340,1326,33360281,162293,41.37,3.6,-3.25
24-Aug-16,86.2,86.85,84.5,86.45,85.51844849,345882,1219,29579292,58275,16.85,2.35,0.25
23-Aug-16,87.9,87.9,86,86.6,86.882498,198303,878,17229060,45316,22.85,1.9,-1.3
22-Aug-16,87.05,88.2,86.3,87.15,87.12242571,240309,1160,20936303,60480,25.17,1.9,0.1
19-Aug-16,87.45,88,86.5,87.05,87.17787478,217625,951,18972085,64425,29.6,1.5,-0.4
18-Aug-16,87,88.65,86.05,87.45,87.47819249,320463,1692,28033524,65398,20.41,2.6,0.45
17-Aug-16,86.45,88,86.2,86.5,87.01028557,437798,1944,38092929,130715,29.86,1.8,0.05
16-Aug-16,84,86.45,82.85,85.9,84.65554248,701175,2374,59358350,116343,16.59,3.6,1.9
12-Aug-16,82.65,83.9,82.55,83.4,83.15956653,219808,1057,18279138,59117,26.89,1.35,0.75
11-Aug-16,82,83.15,81.1,82.6,82.16699869,229403,1117,18849356,52751,22.99,2.05,0.6
10-Aug-16,83.9,84,81.35,82.05,82.30368884,246690,1367,20303497,69092,28.01,2.65,-1.85
9-Aug-16,85.8,85.8,82.5,83.4,83.80167717,503109,2856,42161378,136794,27.19,3.3,-2.4
8-Aug-16,81,84.7,80.35,84.1,82.85711747,889066,3839,73665446,172037,19.35,4.35,3.1
5-Aug-16,79.5,81.2,78.6,80.55,80.11042678,625917,3099,50142478,124682,19.92,2.6,1.05
4-Aug-16,77.4,79.9,75.25,78.8,78.2653406,749286,3432,58643124,121130,16.17,4.65,1.4
3-Aug-16,77.4,78.15,74.2,75.2,76.33914567,313414,1362,23925757,71203,22.72,3.95,-2.2
2-Aug-16,79,79.25,76.65,77,77.64084982,349862,1197,27163583,111826,31.96,2.6,-2
1-Aug-16,79.75,80.5,76.7,78.35,78.81678119,802172,3235,63224615,138386,17.25,3.8,-1.4
29-Jul-16,78.5,79.35,77.5,78.4,78.43972478,577277,2292,45281449,91259,15.81,1.85,-0.1
28-Jul-16,77.5,78.65,76.95,78.05,77.78680181,824219,3812,64113360,141501,17.17,1.7,0.55
27-Jul-16,72.85,77.45,72.55,76.6,75.38617133,642795,3050,48457854,167385,26.04,4.9,3.75
26-Jul-16,73.8,74.4,72,72.7,73.51477555,208351,1115,15316877,52066,24.99,2.4,-1.1
25-Jul-16,73.45,74.1,72.75,73.8,73.49263066,217455,1268,15981340,57644,26.51,1.35,0.35
22-Jul-16,72.65,73.9,72.05,73.3,73.10418968,244410,1277,17867395,76452,31.28,1.85,0.65
21-Jul-16,74,74.45,71.75,72.2,73.01968567,467853,1950,34162479,61281,13.1,2.7,-1.8
20-Jul-16,71.75,74.15,71.55,73.45,72.72181859,458068,2403,33311538,161211,35.19,2.6,1.7
19-Jul-16,70.85,71.75,70.45,71.2,70.98177182,170999,1253,12137812,62403,36.49,1.3,0.35
18-Jul-16,70.4,72.15,69.15,70.75,70.92555757,291487,1824,20673878,71165,24.41,3,0.35
15-Jul-16,71.8,71.8,69.4,70.2,70.27986122,255373,1375,17947579,75503,29.57,2.4,-1.6
14-Jul-16,71.6,71.8,70.5,71.15,71.17101572,251702,1429,17913887,59787,23.75,1.3,-0.45
13-Jul-16,73.15,73.55,70.6,70.8,71.76694415,276054,1716,19811552,99895,36.19,2.95,-2.35
12-Jul-16,73.2,73.95,72.2,73.1,72.9317103,346143,1866,25244801,39660,11.46,1.75,-0.1
11-Jul-16,72.9,74.6,71.55,73.15,73.16554828,516369,3095,37780421,109080,21.12,3.05,0.25
8-Jul-16,73.3,73.45,69.2,70.9,70.69787692,640484,5710,45280859,174294,27.21,4.25,-2.4
7-Jul-16,73.95,74.6,72.85,73.25,73.76733773,175989,990,12982240,41983,23.86,1.75,-0.7
5-Jul-16,73.8,75.5,73.1,73.85,74.3925093,533088,2495,39657754,104274,19.56,2.4,0.05
4-Jul-16,74,74.5,73.4,73.65,74.04330775,357234,1225,26450787,74446,20.84,1.1,-0.35
1-Jul-16,74,74.7,73.5,73.8,74.15482427,385043,1767,28552796,99106,25.74,1.2,-0.2
30-Jun-16,72.75,74.2,72.35,73.75,73.65217186,806381,2746,59391712,335908,41.66,1.85,1
29-Jun-16,71.85,72.25,71.35,71.9,71.73023523,324112,1950,23248630,81081,25.02,0.9,0.05
28-Jun-16,71.55,72.9,71.05,71.35,71.93665451,372860,2324,26822301,144153,38.66,1.85,-0.2
27-Jun-16,72.6,72.6,71.1,71.75,71.63480005,671183,2447,48080060,82925,12.36,1.5,-0.85
24-Jun-16,70.1,71.8,67.75,71.25,70.04904393,672336,3176,47096494,168136,25.01,4.05,1.15
23-Jun-16,72.65,73,71,72.6,71.53757557,1152677,1930,82459718,60131,5.22,2,-0.05
22-Jun-16,73,73.05,71.55,72.25,72.17117671,369028,1656,26633185,72596,19.67,1.5,-0.75
21-Jun-16,74.7,74.7,72.1,72.4,72.94875046,294188,1589,21460647,113351,38.53,2.6,-2.3
20-Jun-16,74.6,75.85,73.55,73.95,74.24661269,329391,1777,24456166,68752,20.87,2.3,-0.65
17-Jun-16,75.1,75.45,74.2,74.75,74.76860874,1984189,2606,148355051,1605776,80.93,1.25,-0.35
16-Jun-16,75.45,76.8,73.3,74.35,74.98521233,1013412,5483,75990914,259166,25.57,3.5,-1.1
15-Jun-16,73.1,75.2,72.6,74.45,74.32689912,2241092,7125,166573419,1486191,66.32,2.6,1.35
14-Jun-16,69.65,73.35,69.65,72.3,71.9996436,737933,4634,53130913,133066,18.03,3.7,2.65
13-Jun-16,70,70.15,68.7,69.3,69.32379245,304025,1817,21076166,84595,27.83,1.45,-0.7
10-Jun-16,71.4,71.8,69.3,70.9,70.83589632,413970,2115,29323936,87330,21.1,2.5,-0.5
9-Jun-16,72.4,72.75,71,71.3,71.81374421,351479,2094,25241023,102892,29.27,1.75,-1.1
8-Jun-16,71.5,72.5,70.65,72.05,71.52292695,346012,1996,24747791,87353,25.25,1.85,0.55
7-Jun-16,71.5,72.1,70.35,71.25,71.3153982,451163,2906,32174869,94517,20.95,1.75,-0.25
6-Jun-16,71.85,72.8,69.75,70.55,70.83018764,563628,2866,39921877,112224,19.91,3.05,-1.3
3-Jun-16,74.5,76.15,71.3,71.65,73.51878883,1402775,7698,103130319,318158,22.68,4.85,-2.85
2-Jun-16,68.35,74.8,67.4,74,72.75502973,2938728,15808,213807243,404218,13.75,7.4,5.65
1-Jun-16,66.9,69.1,66,68.2,67.60428214,547903,2337,37040589,124167,22.66,3.1,1.3
31-May-16,68.9,69.35,65.7,66.3,67.29143572,1000049,5132,67294733,211957,21.19,3.65,-2.6
30-May-16,60,68.8,60,68.05,66.42692326,2875915,13318,191038185,452027,15.72,8.8,8.05
27-May-16,61.45,61.45,59.35,60,60.44976625,402140,1900,24309269,90691,22.55,2.1,-1.45
26-May-16,60.9,61.75,59.8,60.75,60.84674092,385354,1407,23447535,142127,36.88,1.95,-0.15
25-May-16,62.55,62.75,60.3,60.75,61.18776907,383503,1961,23465693,106667,27.81,2.45,-1.8
24-May-16,62.25,63.1,61.4,62.2,62.31787498,446641,1911,27833718,137541,30.79,1.7,-0.05
23-May-16,61.2,62.35,61.2,62.15,62.02185303,372168,1359,23082549,182975,49.16,1.15,0.95
20-May-16,60.95,61.5,60.6,61.15,61.03762988,364657,1874,22257799,109972,30.16,0.9,0.2
19-May-16,60.5,61.2,60.35,60.75,60.51245157,2072389,2019,125405339,1408000,67.94,0.85,0.25
18-May-16,60.8,61.3,60.15,60.6,60.67955397,377555,1544,22909869,136365,36.12,1.15,-0.2
17-May-16,61.8,62.1,60.8,61.3,61.41137952,360560,1508,22142487,89202,24.74,1.3,-0.5
16-May-16,61.95,62.5,60.35,61.45,61.52450048,476705,2481,29329037,99003,20.77,2.15,-0.5
13-May-16,63.75,64.65,58.55,61.95,61.51216416,1610222,7838,99048240,260205,16.16,6.1,-1.8
12-May-16,61.7,63.8,61.6,63.55,62.88055627,1059411,3523,66616353,434207,40.99,2.2,1.85
11-May-16,60.25,61.65,59.3,61.2,60.94147305,728690,2346,44407442,281897,38.69,2.35,0.95
10-May-16,59.9,61.4,59.3,60.8,60.48135911,998182,3344,60371404,335417,33.6,2.1,0.9
9-May-16,59,60.7,58.85,59.7,59.79861105,849272,2729,50785286,172667,20.33,1.85,0.7
6-May-16,59.15,59.7,58.35,58.65,58.81930364,268799,1359,15810570,70250,26.13,1.35,-0.5
5-May-16,57.2,60,57,59.2,59.08516027,1046380,3839,61825530,257759,24.63,3,2
4-May-16,56.7,57.4,56.3,56.85,56.90079133,213943,1037,12173526,59188,27.67,1.1,0.15
3-May-16,57.3,58.4,56.45,56.85,57.17008488,559356,2115,31978430,161349,28.85,1.95,-0.45
2-May-16,57.5,58.8,56.2,57.05,57.25526538,572608,2490,32784823,156509,27.33,2.6,-0.45
29-Apr-16,57.4,58,56.6,57.7,57.34719234,573538,2575,32890794,134670,23.48,1.4,0.3
28-Apr-16,59.4,59.95,57.6,58.05,58.79485594,637240,1990,37466434,263320,41.32,2.35,-1.35
27-Apr-16,59.9,60.05,59.1,59.35,59.48879061,404304,2278,24051556,124482,30.79,0.95,-0.55
26-Apr-16,59.95,60.6,58.9,59.9,59.88508953,740124,2833,44322392,238707,32.25,1.7,-0.05
25-Apr-16,58.5,59.6,58.15,59.25,58.89162382,629631,2306,37079992,186506,29.62,1.45,0.75
22-Apr-16,60.05,60.15,57.85,58.05,58.36706665,779526,3086,45498646,224644,28.82,2.3,-2
21-Apr-16,59.5,60.4,58.35,59.85,59.36982997,1429319,4358,84858426,510305,35.7,2.05,0.35
20-Apr-16,55.5,60.65,55.3,58.9,58.70963899,2439632,10079,143229914,392836,16.1,5.35,3.4
18-Apr-16,54.3,55.5,53.8,55.2,54.72834961,674422,2335,36910003,173775,25.77,1.7,0.9
13-Apr-16,53.55,54.4,53.45,53.95,53.923802,944303,3187,50920408,233727,24.75,0.95,0.4
12-Apr-16,52.5,53.8,52,52.95,52.6470874,9246703,8054,486811981,3453515,37.35,1.8,0.45
11-Apr-16,51.5,52.9,50.85,52.3,52.22946875,1868189,11826,97574519,540118,28.91,2.05,0.8
8-Apr-16,51,51.6,50.05,50.7,50.61332818,977118,2781,49455194,323977,33.16,1.55,-0.3
7-Apr-16,50.3,52.25,50,51.1,51.26397074,1695866,6745,86936825,343789,20.27,2.25,0.8
